latitude,housing_median_age,population,households,median_income,ocean_proximity,median_house_value,all_rooms_amount
32.64,5,1213,514,4.0298,NEAR OCEAN,225600,2871
32.64,5,157,42,6.5151,NEAR OCEAN,281700,301
32.63,13,1165,330,5.7789,NEAR OCEAN,227700,2400
32.63,14,1466,464,5.2489,NEAR OCEAN,213700,3272
32.63,26,1166,398,5.1354,NEAR OCEAN,181600,3178
32.74,17,1410,486,3.1771,<1H OCEAN,189900,3648
32.74,17,1995,766,2.6944,<1H OCEAN,158300,4786
32.74,24,454,169,4.9286,<1H OCEAN,173700,1124
32.74,16,1754,578,5.1098,<1H OCEAN,162300,3898
32.72,15,1914,641,4.5135,<1H OCEAN,158300,4889
32.73,16,530,143,5.0864,<1H OCEAN,175300,1095
32.72,4,571,184,4.6667,<1H OCEAN,223300,1236
32.74,14,3597,1274,4.2192,<1H OCEAN,176100,8754
32.74,7,1429,574,3.9583,<1H OCEAN,141700,3300
32.71,18,1129,551,2.4567,<1H OCEAN,155000,2946
32.73,17,960,279,5.2671,<1H OCEAN,157100,1907
32.76,26,838,299,5.9878,<1H OCEAN,270700,2773
32.75,25,1905,630,4.375,<1H OCEAN,214000,4799
32.75,28,1720,590,4.7973,<1H OCEAN,186900,4102
32.75,18,802,347,2.9886,<1H OCEAN,170800,1888
32.76,33,1348,513,6.1768,<1H OCEAN,228900,3537
32.76,13,2074,737,4.9528,<1H OCEAN,266200,6400
32.75,4,6945,2418,5.1221,<1H OCEAN,229700,17413
32.76,9,947,304,5.9202,<1H OCEAN,181300,2166
32.76,7,862,242,5.2741,<1H OCEAN,249400,1896
32.75,5,4372,1527,4.7813,<1H OCEAN,240900,10324
32.76,31,805,301,6.5645,<1H OCEAN,189100,2269
32.76,21,1645,589,4.625,<1H OCEAN,273500,4428
32.74,18,1952,602,3.9844,<1H OCEAN,215300,3952
32.74,17,1423,510,1.8856,<1H OCEAN,118800,2956
32.73,30,1103,379,4.0357,<1H OCEAN,153800,2195
32.75,26,2065,687,3.9545,<1H OCEAN,178100,4744
32.75,34,973,357,4.3088,<1H OCEAN,152500,2445
32.73,22,1556,529,2.8646,NEAR OCEAN,120800,3056
32.73,17,3424,1131,3.7647,<1H OCEAN,127600,7193
32.72,10,2352,875,2.1362,NEAR OCEAN,143200,4760
32.72,12,2104,703,2.3068,NEAR OCEAN,132300,3648
32.7,15,2629,612,4.0444,NEAR OCEAN,150100,4282
32.7,23,1456,449,4.3714,NEAR OCEAN,131000,3253
32.71,18,1277,433,3.4551,<1H OCEAN,121400,2799
32.71,21,2355,585,3.8904,NEAR OCEAN,113800,3631
32.71,22,1395,416,3.725,NEAR OCEAN,123500,2704
32.71,20,1977,668,2.981,NEAR OCEAN,129100,4198
32.72,15,334,131,4.0391,<1H OCEAN,169500,955
32.72,14,1046,284,4.775,<1H OCEAN,143300,2072
32.72,13,719,215,3.8295,<1H OCEAN,149600,1546
32.72,11,441,174,4.7679,<1H OCEAN,169500,1276
32.74,30,2012,734,3.5,NEAR OCEAN,144700,4977
32.73,32,997,335,3.4784,NEAR OCEAN,154400,2083
32.74,37,404,135,3.0125,NEAR OCEAN,130400,971
32.73,22,3280,817,4.7952,NEAR OCEAN,141400,6066
32.72,36,1142,357,3.7763,NEAR OCEAN,126900,2399
32.73,38,1557,619,3.5861,NEAR OCEAN,123600,3780
32.72,38,505,188,3.5938,NEAR OCEAN,125400,1062
32.72,37,1515,446,3.0588,NEAR OCEAN,120600,2647
32.72,24,3020,904,4.0813,NEAR OCEAN,137000,6429
32.73,36,1097,398,3.2717,NEAR OCEAN,130700,2484
32.73,25,1032,278,3.5492,NEAR OCEAN,125400,1642
32.72,35,1694,585,3.9485,NEAR OCEAN,133900,4286
32.73,27,1763,571,3.5529,NEAR OCEAN,133900,3772
32.74,35,991,409,2.4345,NEAR OCEAN,129700,2332
32.74,33,2288,805,3.6848,NEAR OCEAN,140700,4650
32.74,12,2000,879,1.8594,NEAR OCEAN,119200,4264
32.74,5,1727,758,1.7179,NEAR OCEAN,132000,3663
32.75,36,1070,392,3.5192,NEAR OCEAN,144000,2715
32.75,29,1437,587,2.8306,NEAR OCEAN,142900,3379
32.75,43,826,336,2.7014,NEAR OCEAN,133700,2062
32.77,34,918,424,2.875,<1H OCEAN,161200,2224
32.76,15,543,326,1.0278,<1H OCEAN,154200,1530
32.76,40,976,470,3.11,<1H OCEAN,185700,3011
32.75,33,1345,556,5.2835,<1H OCEAN,217100,3833
32.75,24,3898,1534,3.0897,NEAR OCEAN,187300,9534
32.77,26,2199,1010,2.734,<1H OCEAN,148900,5300
32.76,43,1534,625,3.141,NEAR OCEAN,141400,3836
32.76,37,2076,871,3.6625,NEAR OCEAN,154800,5785
32.76,37,1285,564,3.7368,NEAR OCEAN,152200,3536
32.77,16,3769,1804,2.9624,<1H OCEAN,144700,9844
32.77,19,2572,1336,2.3393,<1H OCEAN,118200,6311
32.78,37,529,192,4.7941,<1H OCEAN,161700,1362
32.78,17,2957,1537,2.5707,<1H OCEAN,171300,7099
32.78,33,1726,719,3.3675,<1H OCEAN,158200,4189
32.79,31,1077,387,4.2992,<1H OCEAN,174400,2749
32.79,17,3331,1634,2.7006,<1H OCEAN,166300,9051
32.77,30,776,386,2.8125,<1H OCEAN,173500,2203
32.76,22,1800,769,2.8594,<1H OCEAN,189600,4450
32.76,34,1464,593,4.0549,<1H OCEAN,223700,4023
32.77,24,1005,525,2.9,<1H OCEAN,185200,2847
32.77,34,1592,656,2.6678,<1H OCEAN,164200,4053
32.77,43,496,207,3.0179,<1H OCEAN,149300,1033
32.79,31,1886,799,3.4421,<1H OCEAN,155300,4591
32.78,20,1532,579,2.9896,<1H OCEAN,235600,3213
32.79,36,868,329,4.0491,<1H OCEAN,147900,2595
32.79,33,1003,397,4.0658,<1H OCEAN,165100,2813
32.79,26,1609,669,3.744,<1H OCEAN,165800,4326
32.78,29,385,154,5.4333,<1H OCEAN,222800,1277
32.79,31,1595,706,3.4773,<1H OCEAN,155800,3982
32.77,35,828,310,6.1103,<1H OCEAN,301600,2640
32.77,29,1097,445,8.093,<1H OCEAN,379600,4005
32.76,31,956,342,4.3977,<1H OCEAN,226800,2918
32.77,35,881,320,5.5,<1H OCEAN,241400,2431
32.78,33,1147,427,3.3906,<1H OCEAN,138100,2875
32.78,26,1785,580,2.1638,<1H OCEAN,132800,3437
32.78,26,3941,1387,4.7943,<1H OCEAN,226900,10315
32.78,21,2101,710,4.4306,<1H OCEAN,159100,4944
32.78,15,1580,473,7.5,<1H OCEAN,316400,4569
32.77,16,1269,429,6.6783,<1H OCEAN,275000,3176
32.77,8,1421,482,6.2609,<1H OCEAN,307100,4092
32.78,20,1489,443,6.2552,<1H OCEAN,296400,3873
32.77,25,1201,414,6.3191,<1H OCEAN,303400,3729
32.78,17,6990,2533,3.434,<1H OCEAN,193200,16215
32.83,17,2191,725,3.6445,<1H OCEAN,197600,5004
32.81,35,1590,506,4.2014,<1H OCEAN,143200,3488
32.8,19,848,290,4.875,<1H OCEAN,187200,2038
32.83,6,1513,480,5.4288,<1H OCEAN,167800,3618
32.81,18,1021,395,4.8125,<1H OCEAN,210500,2769
32.79,24,2123,744,4.5224,<1H OCEAN,142000,4797
32.79,23,3108,1202,3.0927,<1H OCEAN,140600,7017
32.8,32,1081,292,5.6846,<1H OCEAN,208800,2230
32.79,21,1410,446,6.7685,<1H OCEAN,294700,4261
32.8,21,4868,2117,1.8937,<1H OCEAN,109800,10198
32.79,19,7178,2905,2.0326,<1H OCEAN,123200,14484
32.8,16,2612,1023,1.3291,<1H OCEAN,120800,5014
32.79,19,2341,689,2.6087,<1H OCEAN,123800,3701
32.79,35,691,259,2.6324,<1H OCEAN,133700,1347
32.8,24,1420,643,1.8357,<1H OCEAN,104200,3186
32.79,19,2971,1006,1.9893,<1H OCEAN,112500,5209
32.79,17,3308,1233,2.3221,<1H OCEAN,138800,6561
32.78,37,671,278,3.7019,<1H OCEAN,138600,1493
32.78,35,681,246,2.9784,<1H OCEAN,136400,1349
32.79,32,782,302,2.6635,<1H OCEAN,113600,1593
32.79,32,1611,598,3.8667,<1H OCEAN,189700,4418
32.8,28,2672,1054,3.963,<1H OCEAN,164400,6750
32.8,34,1513,562,5.2907,<1H OCEAN,195800,4195
32.8,33,768,316,4.5662,<1H OCEAN,150300,2141
32.8,29,912,368,3.0189,<1H OCEAN,144100,2443
32.81,25,1997,738,4.2386,<1H OCEAN,201000,5194
32.81,18,4439,1501,6.2787,<1H OCEAN,250000,12489
32.83,23,101,34,2.6458,<1H OCEAN,112500,181
32.81,19,844,414,2.1422,<1H OCEAN,125000,2044
32.8,15,2204,977,2.4367,<1H OCEAN,111400,4945
32.81,22,2766,985,2.8175,<1H OCEAN,135200,5276
32.8,28,1964,703,2.4141,<1H OCEAN,137500,3771
32.8,19,3045,1057,2.065,<1H OCEAN,124100,5726
32.8,25,1681,742,3.369,<1H OCEAN,134400,4224
32.82,34,772,282,5.0118,<1H OCEAN,165300,2049
32.81,23,1510,524,3.3669,<1H OCEAN,158900,3196
32.82,26,1820,718,4.2586,<1H OCEAN,171000,4843
32.81,22,1952,654,5.4834,<1H OCEAN,232000,4968
32.8,33,857,272,3.5586,<1H OCEAN,160400,1786
32.81,17,836,337,1.6686,<1H OCEAN,112500,1706
32.8,19,1219,468,2.0685,<1H OCEAN,130000,2405
32.81,18,1573,472,2.6429,<1H OCEAN,125400,2913
32.82,19,2852,1092,2.9161,<1H OCEAN,135700,6366
32.82,12,3112,1262,2.5949,<1H OCEAN,108300,6969
32.81,31,698,237,3.1106,<1H OCEAN,147700,1570
32.81,8,1410,623,2.9097,<1H OCEAN,152500,3016
32.82,35,826,294,3.2411,<1H OCEAN,159200,2022
32.81,8,1686,613,2.136,<1H OCEAN,143500,3149
32.81,15,1513,537,2.543,<1H OCEAN,100000,3218
32.82,18,1904,595,3.8024,<1H OCEAN,144900,3630
32.83,17,3183,1378,2.949,<1H OCEAN,117300,8061
32.83,20,3687,1291,3.1979,<1H OCEAN,154600,8022
32.85,32,3025,948,4.0931,<1H OCEAN,134200,6160
32.85,12,3321,666,4.0882,<1H OCEAN,134500,4283
32.83,17,7302,3176,3.3067,<1H OCEAN,121900,18681
32.84,23,901,378,3.1023,<1H OCEAN,143300,2346
32.84,17,2263,661,5.131,<1H OCEAN,148300,4686
32.85,11,5247,1777,4.1716,<1H OCEAN,166100,11520
32.86,14,1681,503,4.4347,<1H OCEAN,160300,3560
32.87,17,2531,723,4.8286,<1H OCEAN,158500,5453
32.88,12,4048,1249,4.3952,<1H OCEAN,151700,8599
32.86,19,1236,353,4.7717,<1H OCEAN,153200,2462
32.86,16,4383,1394,4.0693,<1H OCEAN,146400,9141
32.87,18,6296,1923,4.4904,<1H OCEAN,150400,13523
32.85,23,1401,431,5.4903,<1H OCEAN,151400,3006
32.85,24,950,319,5.282,<1H OCEAN,140800,2207
32.83,14,6389,2333,3.3081,<1H OCEAN,168700,15023
32.85,15,1872,842,2.5388,<1H OCEAN,119000,4168
32.85,5,2770,905,3.1142,<1H OCEAN,150000,5106
32.85,31,599,228,4.7578,<1H OCEAN,161000,1525
32.84,32,778,262,4.5278,<1H OCEAN,166300,1860
32.83,38,872,304,3.7831,<1H OCEAN,147800,2018
32.86,9,1527,515,5.0733,<1H OCEAN,196600,3520
32.87,17,2630,843,5.0524,<1H OCEAN,285400,6720
32.86,16,1211,494,3.2516,<1H OCEAN,202100,3034
32.85,16,652,322,2.8906,<1H OCEAN,158300,2076
32.87,14,1690,576,4.3818,<1H OCEAN,147100,3645
32.86,10,2310,759,2.5365,<1H OCEAN,139500,4537
32.86,15,1633,527,3.6898,<1H OCEAN,131000,3781
32.86,11,1472,497,2.3693,<1H OCEAN,127000,2722
32.83,19,1463,509,3.944,<1H OCEAN,172500,3567
32.83,21,684,289,2.3203,<1H OCEAN,163500,1561
32.82,17,1278,439,2.8875,<1H OCEAN,155700,2986
32.85,23,767,266,4.0625,<1H OCEAN,145000,1647
32.84,16,2188,817,4.6674,<1H OCEAN,178000,5509
32.82,16,1458,465,4.0048,<1H OCEAN,184600,3252
32.85,21,2255,697,4.5096,<1H OCEAN,159500,4855
32.85,15,1757,574,5.1185,<1H OCEAN,185300,4153
32.84,18,1864,713,2.7069,<1H OCEAN,153800,4349
32.82,18,1442,449,5.0201,<1H OCEAN,154400,2958
32.84,18,2104,773,4.0873,<1H OCEAN,146900,5025
32.82,14,1085,387,3.8073,<1H OCEAN,170100,2402
32.9,16,1507,499,5.3008,<1H OCEAN,186500,3542
32.89,24,1078,372,5.2542,<1H OCEAN,227800,2922
32.87,24,1480,471,5.2614,<1H OCEAN,177200,3265
32.87,17,1561,604,3.6027,<1H OCEAN,211900,4392
32.9,19,1621,520,4.0806,<1H OCEAN,189200,3642
32.92,20,536,173,3.1607,<1H OCEAN,119300,1285
33.01,19,1439,578,4.625,<1H OCEAN,211100,4146
33.01,17,1468,433,10.6186,<1H OCEAN,429300,3855
33.01,28,314,97,8.4721,<1H OCEAN,342300,1029
33,6,2693,770,7.7569,<1H OCEAN,387400,6932
32.99,6,4413,1275,6.6012,<1H OCEAN,314900,10936
32.98,16,640,193,6.0226,<1H OCEAN,192900,1528
32.99,16,713,222,6.2683,<1H OCEAN,180700,1502
32.97,17,4763,1414,5.5882,<1H OCEAN,194300,11347
32.96,18,1992,626,4.8295,<1H OCEAN,165800,4254
32.97,13,3683,1220,4.5746,<1H OCEAN,175700,7967
32.97,16,1935,659,4.5625,<1H OCEAN,231200,4630
32.96,16,1940,645,4.121,<1H OCEAN,182100,4122
32.96,17,2748,817,4.8854,<1H OCEAN,181300,6375
32.95,25,1043,322,3.7784,<1H OCEAN,160100,2243
32.95,19,2456,782,4.5032,<1H OCEAN,168900,5315
32.95,17,1297,552,3.9531,<1H OCEAN,178600,3594
32.95,17,3013,1078,3.2369,<1H OCEAN,167800,5905
33.02,24,279,196,1.9176,<1H OCEAN,121100,1020
33.01,24,726,443,3.5192,<1H OCEAN,159100,3103
33.01,25,588,359,3.1187,<1H OCEAN,169400,2501
33.02,17,715,467,2.6048,<1H OCEAN,148200,3528
33.04,17,667,277,5.7382,<1H OCEAN,278000,2040
33.03,23,678,340,7.0913,<1H OCEAN,265400,2332
33.03,14,2026,1001,5.09,<1H OCEAN,268500,7896
33.03,15,361,176,6.8099,<1H OCEAN,328200,1253
33.03,10,818,405,4.3424,<1H OCEAN,160600,2746
33.04,4,926,391,3.6437,<1H OCEAN,210100,2849
33.03,15,1283,559,3.3724,<1H OCEAN,137900,3646
33.03,17,463,152,5.8747,<1H OCEAN,229300,1129
33.03,18,761,290,5.3074,<1H OCEAN,137200,1623
33.03,17,1228,396,6.4211,<1H OCEAN,220700,3182
33.04,10,1193,365,6.53,<1H OCEAN,264100,2924
33.02,4,5613,1696,7.2731,NEAR OCEAN,450400,17308
32.97,17,2098,828,2.4459,<1H OCEAN,85800,4028
32.96,7,1134,482,4.1279,<1H OCEAN,167600,4389
33.05,6,2741,1204,5.6436,<1H OCEAN,278600,9209
33.04,12,580,234,6.7769,<1H OCEAN,400000,2094
33.03,14,1639,991,4.5,<1H OCEAN,222200,6231
33.03,16,32,21,4.3571,<1H OCEAN,144600,107
33.02,17,994,359,5.8966,<1H OCEAN,261500,3024
33.02,18,388,131,6.3517,<1H OCEAN,260100,1038
33.04,13,1643,544,7.7684,<1H OCEAN,362300,5162
33.03,16,1083,448,6.3761,<1H OCEAN,296200,3287
32.99,8,1536,448,8.4284,<1H OCEAN,378300,3802
33.01,11,529,166,7.7517,<1H OCEAN,500001,1597
32.91,9,802,289,6.5706,<1H OCEAN,255700,2328
32.91,16,827,270,7.0546,<1H OCEAN,282200,2271
32.9,16,814,291,6.2715,<1H OCEAN,255100,2279
32.9,16,1047,437,5.149,<1H OCEAN,184300,3439
32.9,16,705,352,4.4766,<1H OCEAN,161500,2431
32.91,15,855,241,7.5992,<1H OCEAN,310600,2075
32.91,16,690,224,6.5853,<1H OCEAN,248400,1881
32.93,5,6600,2407,6.0857,<1H OCEAN,308300,17434
32.91,9,683,231,7.5604,<1H OCEAN,327900,1765
33.01,5,1917,842,5.1998,<1H OCEAN,294100,6847
33.01,9,904,427,4.4219,<1H OCEAN,209200,2887
33,4,2211,1116,4.25,<1H OCEAN,281600,7500
33,4,3775,1698,4.955,<1H OCEAN,241500,11019
33.01,5,2565,902,6.1949,<1H OCEAN,238700,6590
32.99,16,1037,326,5.1909,<1H OCEAN,201400,2502
32.99,18,1618,509,4.6028,<1H OCEAN,216800,3803
32.98,23,687,308,2.3182,<1H OCEAN,268800,1398
32.96,16,1444,512,5.2463,<1H OCEAN,156300,3609
32.97,9,850,240,6.0862,<1H OCEAN,263600,1773
33,5,7417,2358,5.9094,<1H OCEAN,261100,18115
32.95,11,2223,783,4.9485,<1H OCEAN,231800,5518
32.95,8,1723,592,6.3542,<1H OCEAN,218100,4206
32.96,15,1526,402,6.0175,<1H OCEAN,238300,3274
32.95,4,4438,1498,4.988,<1H OCEAN,263700,10590
32.97,3,7644,2895,5.4584,<1H OCEAN,246500,20802
32.97,17,2412,832,4.3548,<1H OCEAN,192300,5631
33.06,6,4194,1401,6.439,NEAR OCEAN,296200,11307
33.05,16,1387,442,4.3286,NEAR OCEAN,213400,3270
33.05,14,1057,372,6.2513,NEAR OCEAN,240900,2696
33.06,11,1226,366,7.6832,NEAR OCEAN,319800,3012
33.05,15,1559,546,5.3129,NEAR OCEAN,169200,3584
33.05,11,2588,842,6.4027,NEAR OCEAN,344200,6709
33.07,5,4496,1553,5.9289,NEAR OCEAN,411300,12011
33.06,16,770,252,5.8661,NEAR OCEAN,404500,2267
33.03,20,1020,408,11.0911,NEAR OCEAN,500001,3803
33.02,15,1364,425,13.6623,NEAR OCEAN,500001,3993
33.02,26,1032,406,10.156,NEAR OCEAN,500001,3648
33.01,18,1541,470,11.1118,NEAR OCEAN,500001,4472
32.97,25,1088,471,6.4651,NEAR OCEAN,500001,3077
32.96,36,710,282,10.1768,NEAR OCEAN,500001,1985
32.95,34,650,271,5.6582,NEAR OCEAN,500001,1924
32.95,22,1947,1012,4.4375,NEAR OCEAN,500001,6711
32.96,30,380,151,4.2875,NEAR OCEAN,500001,1431
33.01,16,1454,524,7.7317,NEAR OCEAN,396000,4412
33,16,795,353,7.5975,NEAR OCEAN,369100,2868
32.99,17,1011,319,15.0001,NEAR OCEAN,500001,3044
32.99,10,1478,634,7.472,NEAR OCEAN,439900,5675
33,14,931,414,5.8393,NEAR OCEAN,485300,2976
33,31,1059,451,4.7841,NEAR OCEAN,393500,3186
33,36,1085,420,5.1523,NEAR OCEAN,387800,2880
33,30,665,297,6.8443,NEAR OCEAN,492500,1941
32.99,16,1532,499,2.7348,NEAR OCEAN,231300,2639
32.99,21,1273,538,5.5922,NEAR OCEAN,382100,3896
32.98,12,1690,892,4.125,NEAR OCEAN,226900,4877
32.98,17,849,345,4.1012,NEAR OCEAN,244700,3437
32.98,17,351,208,5.2742,NEAR OCEAN,230700,2245
33.01,29,1619,667,4.125,NEAR OCEAN,394400,4296
33.02,21,1251,576,4.2356,NEAR OCEAN,347700,3321
33.02,13,2450,1140,4.7179,NEAR OCEAN,376700,6965
33.04,18,1088,352,6.3525,NEAR OCEAN,278300,2575
33.04,16,1433,453,6.6319,NEAR OCEAN,269600,3559
33.04,13,1412,618,3.212,NEAR OCEAN,147600,4161
33.03,6,1319,467,6.9326,NEAR OCEAN,324600,3909
33.03,25,1108,311,3.9826,NEAR OCEAN,215800,2098
33.03,16,1104,416,3.5313,NEAR OCEAN,148700,2683
33.02,9,1724,685,6.3712,NEAR OCEAN,369800,5391
33.03,19,1356,512,4.87,NEAR OCEAN,220900,3398
33.02,21,928,344,5.798,NEAR OCEAN,286100,2484
33.05,28,672,292,3.1667,NEAR OCEAN,300000,1484
33.04,12,2471,888,3.5179,NEAR OCEAN,252700,5387
33.04,27,1302,404,3.55,NEAR OCEAN,214600,2231
33.04,30,1281,520,4.7333,NEAR OCEAN,286900,3305
33.03,31,603,267,2.8611,NEAR OCEAN,314300,1492
33.07,14,1034,407,6.4247,NEAR OCEAN,295100,3096
33.08,18,1463,476,5.7787,NEAR OCEAN,346700,3740
33.08,7,1335,426,6.0922,NEAR OCEAN,342400,3396
33.06,20,1008,325,6.1509,NEAR OCEAN,338700,2445
33.06,8,2585,941,4.0118,NEAR OCEAN,245800,5194
33.06,7,1612,672,3.197,NEAR OCEAN,367100,4419
33.05,15,1371,737,2.9083,NEAR OCEAN,122400,4141
33.08,24,1389,520,4,NEAR OCEAN,343200,3155
33.06,17,815,403,4.3182,NEAR OCEAN,357100,3236
33.07,21,948,467,3.2984,NEAR OCEAN,369400,2569
33.07,16,2165,690,3.5585,NEAR OCEAN,284800,3912
33.06,24,870,442,3.194,NEAR OCEAN,276300,2682
33.06,31,1049,485,4.027,NEAR OCEAN,290000,2648
33.05,34,775,391,3.2308,NEAR OCEAN,331300,2255
33.17,11,4773,1858,4.0791,NEAR OCEAN,281300,12964
33.16,31,1286,467,4.5694,NEAR OCEAN,243700,3309
33.16,29,1533,545,4.0585,NEAR OCEAN,245500,4111
33.15,15,5495,2060,5.4904,NEAR OCEAN,262100,15457
33.12,25,936,461,2.7717,NEAR OCEAN,354000,3197
33.1,15,747,421,3.5341,NEAR OCEAN,500001,2838
33.13,4,224,105,3.9205,NEAR OCEAN,183000,722
33.11,7,2904,1550,4.1282,NEAR OCEAN,188100,9677
33.12,4,755,286,4.7961,NEAR OCEAN,168800,1702
33.1,6,2064,957,5.1837,NEAR OCEAN,259800,7109
33.1,13,1197,399,6.5338,NEAR OCEAN,267900,3066
33.17,16,2849,1197,2.478,NEAR OCEAN,185600,5936
33.16,24,610,246,2.25,NEAR OCEAN,187500,1283
33.15,19,4163,1406,3.0306,NEAR OCEAN,178500,7133
33.16,22,580,193,3.975,NEAR OCEAN,500001,1636
33.16,10,902,449,3.7891,NEAR OCEAN,206300,2199
33.15,17,2111,1062,3.3536,NEAR OCEAN,283300,5645
33.18,26,2372,1058,2.5509,NEAR OCEAN,181800,6703
33.18,39,833,308,2.8893,NEAR OCEAN,185400,1837
33.17,36,812,387,3.625,NEAR OCEAN,198000,2400
33.17,24,812,367,2.3182,NEAR OCEAN,500001,2488
33.18,19,855,394,2.6979,NEAR OCEAN,266700,2440
33.19,23,4729,1187,1.8214,NEAR OCEAN,173800,5378
33.19,33,1138,439,2.8819,NEAR OCEAN,208600,2658
33.19,18,650,286,1.9562,NEAR OCEAN,192500,1357
33.19,38,486,204,4.1875,NEAR OCEAN,185000,1074
33.19,35,538,248,2.4583,NEAR OCEAN,197900,1192
33.14,14,1298,696,3.209,NEAR OCEAN,313300,6412
33.19,26,1703,895,1.9891,NEAR OCEAN,500000,5268
33.2,17,1288,426,1.9386,NEAR OCEAN,106300,2458
33.2,19,845,319,1.6318,NEAR OCEAN,187500,1245
33.19,17,359,118,1.5625,NEAR OCEAN,162500,465
33.2,26,974,317,1.3903,NEAR OCEAN,184400,1813
33.2,19,1190,483,1.3269,NEAR OCEAN,166100,2483
33.2,19,1323,525,2.9539,NEAR OCEAN,169900,2691
33.2,26,1405,486,3.2917,NEAR OCEAN,150800,2929
33.2,23,1793,622,2.5754,NEAR OCEAN,169700,4025
33.21,24,912,298,4.25,NEAR OCEAN,150300,1848
33.21,23,1302,379,4.0109,NEAR OCEAN,145700,2438
33.2,32,700,232,3.9875,NEAR OCEAN,142900,1471
33.21,12,3015,1124,2.7386,NEAR OCEAN,216100,7335
33.19,28,1189,433,5.1733,NEAR OCEAN,198100,3299
33.19,23,1533,518,5.276,NEAR OCEAN,224500,4099
33.19,15,1827,796,2.9716,NEAR OCEAN,173600,4517
33.19,19,1654,559,5.7409,NEAR OCEAN,274100,4100
33.24,5,1823,578,3.1875,<1H OCEAN,153800,3743
33.23,13,1759,806,2.765,<1H OCEAN,98500,4410
33.23,24,982,569,1.6402,NEAR OCEAN,169300,3184
33.24,6,792,265,4.0469,<1H OCEAN,162400,1868
33.22,15,1810,986,2.4375,NEAR OCEAN,108900,5823
33.22,21,855,559,2.7846,NEAR OCEAN,91200,3470
33.22,16,316,221,2.7417,NEAR OCEAN,91700,1289
33.21,17,424,288,2.2882,NEAR OCEAN,85800,1546
33.22,4,6666,2612,3.7568,NEAR OCEAN,184100,17948
33.19,11,8738,3441,4.3762,NEAR OCEAN,215500,24697
33.2,16,1428,407,2.4754,NEAR OCEAN,157300,2611
33.18,16,599,399,2.0147,NEAR OCEAN,87700,2265
33.19,18,4127,1162,3.0704,NEAR OCEAN,151600,7468
33.2,20,2983,834,4.3428,NEAR OCEAN,152100,5689
33.22,35,1435,462,3.676,NEAR OCEAN,125600,2686
33.23,4,934,277,3.8958,NEAR OCEAN,189800,2124
33.21,18,2051,493,2.675,NEAR OCEAN,117100,3577
33.21,31,1514,342,2.6442,NEAR OCEAN,103300,1869
33.2,29,1425,306,2.0272,NEAR OCEAN,99600,1626
33.28,13,4049,940,3.8156,<1H OCEAN,150700,7171
33.3,14,1151,357,6.3054,<1H OCEAN,359000,2864
33.26,9,2582,746,4.3429,<1H OCEAN,173900,5407
33.26,23,1227,264,4.1713,<1H OCEAN,133800,1953
33.25,22,1456,381,3.7933,<1H OCEAN,131000,2748
33.25,14,2140,687,3.125,<1H OCEAN,102300,4247
33.25,13,1843,674,2.8558,<1H OCEAN,97100,3705
33.25,7,1314,398,4.85,<1H OCEAN,186900,2919
33.25,7,4399,1423,3.6301,<1H OCEAN,170900,9729
33.23,11,2212,727,3.1062,NEAR OCEAN,141000,4494
33.23,15,1130,579,2.5872,NEAR OCEAN,155600,3511
33.23,15,1258,388,3.33,NEAR OCEAN,127900,2321
33.24,13,2298,870,2.9386,NEAR OCEAN,143400,5424
33.35,14,35682,4769,2.5729,<1H OCEAN,134400,29954
33.34,17,1354,431,4.5764,<1H OCEAN,257300,3308
33.36,16,1351,452,4.605,<1H OCEAN,263300,3647
33.31,12,1193,394,6.2475,<1H OCEAN,331300,3357
33.34,10,2312,810,5.4563,<1H OCEAN,325700,6111
33.34,15,1104,460,6.1009,<1H OCEAN,314400,3798
33.34,15,1022,564,2.7986,<1H OCEAN,189900,3992
33.29,12,2778,1020,4.0357,<1H OCEAN,295900,7540
33.28,16,862,280,5.1786,<1H OCEAN,376800,2233
33.38,16,2007,687,3,<1H OCEAN,146700,4301
33.4,16,1322,424,3.7857,<1H OCEAN,227000,3167
33.38,18,1727,652,2.8393,<1H OCEAN,173200,4043
33.38,16,1696,516,3.668,<1H OCEAN,171200,3317
33.38,17,1031,389,2.0956,<1H OCEAN,134400,2045
33.39,22,1425,491,2.375,<1H OCEAN,137300,3242
33.37,7,1440,501,2.2368,<1H OCEAN,154600,2769
33.37,8,1687,511,1.995,<1H OCEAN,146900,2285
33.37,14,2436,779,4.5391,<1H OCEAN,180900,5480
33.36,11,1250,450,4.5,<1H OCEAN,222600,3266
33.36,6,2833,915,2.3214,<1H OCEAN,247000,4685
33.46,14,848,304,5.5395,<1H OCEAN,273300,2240
33.41,16,1301,518,4.0882,<1H OCEAN,296100,3585
33.39,17,1931,510,3.8547,<1H OCEAN,208300,3476
33.38,14,2350,810,5.0507,<1H OCEAN,291500,6213
33.36,19,2091,610,3.2614,<1H OCEAN,168800,4176
33.31,16,1838,540,2.2393,<1H OCEAN,117000,3560
33.32,14,601,193,3.8438,<1H OCEAN,243800,1297
33.29,17,891,281,7.0177,<1H OCEAN,267600,2112
33.26,14,1704,539,3.7644,<1H OCEAN,264700,3672
33.27,11,1727,541,4.9375,<1H OCEAN,232800,3617
33.29,17,573,221,8.2531,<1H OCEAN,419200,2386
33.26,12,3129,945,4.7647,<1H OCEAN,254100,6900
33.2,17,1531,505,3.1553,<1H OCEAN,250000,3519
